gene,gene_description
AC021054.1,uncharacterized LOC100049716 [Source:NCBI gene;Acc:100049716]
RPGRIP1L,RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]
IFT57,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367]
ZNF18,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969]
TUBAP2,tubulin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14531]
LINC00659,long intergenic non-protein coding RNA 659 [Source:HGNC Symbol;Acc:HGNC:44316]
PCBP3,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]
BARD1,BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]
AAMP,angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]
TMC7,transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]
KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]
ZNF699,zinc finger protein 699 [Source:HGNC Symbol;Acc:HGNC:24750]
FSCN2,"fascin actin-bundling protein 2, retinal [Source:HGNC Symbol;Acc:HGNC:3960]"
AC009245.1,ribosomal protein L6 (RPL6) pseudogene
APOE,apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]
ASPM,abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048]
UHMK1,U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]
NCOR2,nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
SLC7A3,solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]
TCFL5,transcription factor like 5 [Source:HGNC Symbol;Acc:HGNC:11646]
ITGA6-AS1,ITGA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40308]
BEAN1,brain expressed associated with NEDD4 1 [Source:HGNC Symbol;Acc:HGNC:24160]
ATM,ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]
ANKRD36,ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]
AC007278.2,novel transcript
C14orf93,chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:HGNC:20162]
AP002761.3,novel transcript
GPX1,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]
AC016596.1,ribosomal protein L41 (RPL41) pseudogene
HPGDS,hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]
HNRNPCP1,heterogeneous nuclear ribonucleoprotein C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20017]
KLHDC2,kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
AL391280.1,novel pseudogene
HDHD5,haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]
KRCC1,lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]
LINC01388,long intergenic non-protein coding RNA 1388 [Source:HGNC Symbol;Acc:HGNC:50660]
TRIM68,tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
EMC7,ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]
RACGAP1,Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]
B3GALT5,"beta-1,3-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:920]"
AC012313.2,"novel transcript, antisense to ZNF497"
LINC00909,long intergenic non-protein coding RNA 909 [Source:HGNC Symbol;Acc:HGNC:44331]
CBR3-AS1,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
GOLGA8R,golgin A8 family member R [Source:HGNC Symbol;Acc:HGNC:44407]
IPO11,importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]
ZSCAN16-AS1,ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]
AC068768.1,novel transcript
PTPDC1,protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]
DPYSL4,dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]
SPARCL1,SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]
TTC31,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]
PHYHD1,phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]
AC011979.1,ribosomal protein L21 (RPL21) pseudogene
AC008074.2,uncharacterized LOC101927402 [Source:NCBI gene;Acc:101927402]
AL358473.1,"novel transcript, antisense KIF21B"
AC010422.6,novel transcript
ZBTB43,zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]
ZMYND10,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]
LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]
MRPS12,mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]
CRCP,CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
PNMA1,PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]
C8orf33,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]
JAG2,jagged 2 [Source:HGNC Symbol;Acc:HGNC:6189]
CSRNP2,cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]
RAPGEFL1,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]
AC009229.4,novel transcript
ANKRD36B,ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
PRKRA,protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]
CIB2,calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]
AC107983.1,ribosomal protein S28 (RPS28) pseudogene
RWDD2B,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
NUS1P1,NUS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38472]
FCGR1B,Fc fragment of IgG receptor Ib [Source:HGNC Symbol;Acc:HGNC:3614]
EFCAB8,EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:HGNC:34532]
EID2B,EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:HGNC:26796]
GJC2,gap junction protein gamma 2 [Source:HGNC Symbol;Acc:HGNC:17494]
CAPN7,calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]
AC060764.1,coiled-coil-helix-coiled-coil-helix domain containing 2 (CHCHD2) pseudogene
SMG1P1,SMG1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44186]
ZDHHC4,zinc finger DHHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:18471]
CAMKMT,calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276]
UPRT,uracil phosphoribosyltransferase homolog [Source:HGNC Symbol;Acc:HGNC:28334]
FFAR3,free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]
DHCR24-DT,DHCR24 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53969]
WTIP,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]
CCL23,C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]
HIST1H3H,histone cluster 1 H3 family member h [Source:HGNC Symbol;Acc:HGNC:4775]
SNRPB,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]
SMG7,"SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]"
DUSP11,dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
ARMC4,armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
BIVM,"basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]"
LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]
CENPI,centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]
ZNF639,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]
AC092720.1,uncharacterized LOC101928737 [Source:NCBI gene;Acc:101928737]
SART3,squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]
SUN2,Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]
ULBP2,UL16 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14894]
AC104964.3,novel transcript
TRAPPC2L,trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887]
C19orf47,chromosome 19 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:26723]
ZDHHC22,zinc finger DHHC-type containing 22 [Source:HGNC Symbol;Acc:HGNC:20106]
CCDC26,CCDC26 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28416]
RNFT2,"ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]"
SLC31A2,solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017]
C22orf23,chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589]
JMJD1C,jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]
MCM10,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]
TM2D1,TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]
RING1,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]
SLC39A6,solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]
SUMO3,small ubiquitin-like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]
NSDHL,NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398]
ENY2,"ENY2, transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449]"
INTS11,integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]
PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598]
MTDH,metadherin [Source:HGNC Symbol;Acc:HGNC:29608]
KMT2A,lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]
TUG1,taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066]
MT-TP,mitochondrially encoded tRNA proline [Source:HGNC Symbol;Acc:HGNC:7494]
SLC38A6,solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]
TMEM165,transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]
CXCR5,C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]
LINC02427,long intergenic non-protein coding RNA 2427 [Source:HGNC Symbol;Acc:HGNC:53358]
TAF11,TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544]
TCEAL8,transcription elongation factor A like 8 [Source:HGNC Symbol;Acc:HGNC:28683]
RNF182,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
SPATA33,spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]
CYB5RL,cytochrome b5 reductase like [Source:HGNC Symbol;Acc:HGNC:32220]
HEXA,hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878]
NACAD,NAC alpha domain containing [Source:HGNC Symbol;Acc:HGNC:22196]
CNN2P1,calponin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39526]
AC136475.3,novel transcript
KCNS3,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
RPSAP19,ribosomal protein SA pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36508]
TRIP4,thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]
IDH1,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]"
EXOSC7,exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]
SRSF9,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]
FAM156B,family with sequence similarity 156 member B [Source:HGNC Symbol;Acc:HGNC:31962]
AC090114.2,novel transcript
TMEM59,transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]
AC008568.2,tec
GMCL1,"germ cell-less, spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23843]"
LINC00398,long intergenic non-protein coding RNA 398 [Source:HGNC Symbol;Acc:HGNC:42727]
AC009120.3,novel transcript
AC117503.4,novel transcript
DBT,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]
PIDD1,p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]
SDHAF3,succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]
MTFR1,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]
LINC00861,long intergenic non-protein coding RNA 861 [Source:HGNC Symbol;Acc:HGNC:45133]
BECN1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
COX19,cytochrome c oxidase assembly factor COX19 [Source:HGNC Symbol;Acc:HGNC:28074]
CLOCK,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]
MYO7B,myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]
NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
RIOK2,RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
ANKRD34A,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]
IPO7P2,importin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39838]
METTL13,methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]
RNF220,ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]
OLA1P1,Obg-like ATPase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45274]
RPL3P4,ribosomal protein L3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:19805]
AC139495.1,"NLR family, apoptosis inhibitory protein (NAIP) pseudogene"
HAND2,heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]
LRRC25,leucine rich repeat containing 25 [Source:HGNC Symbol;Acc:HGNC:29806]
PTPN21,"protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]"
MYO5BP2,myosin VB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38496]
SPATA13,spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
LRIG1,leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]
EXOC8,exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]
BRK1,"BRICK1, SCAR/WAVE actin nucleating complex subunit [Source:HGNC Symbol;Acc:HGNC:23057]"
FKBP1A,FK506 binding protein 1A [Source:HGNC Symbol;Acc:HGNC:3711]
LRRIQ3,leucine rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:HGNC:28318]
RC3H2,ring finger and CCCH-type domains 2 [Source:HGNC Symbol;Acc:HGNC:21461]
AL591895.1,novel transcript
TSTD3,thiosulfate sulfurtransferase like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:40910]
NUDCD1,NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]
AL359715.4,TEC
BTBD6,BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19897]
WDFY2,WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]
FAM84A,family with sequence similarity 84 member A [Source:HGNC Symbol;Acc:HGNC:20743]
RLIM,"ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:HGNC:13429]"
RNF227,ring finger protein 227 [Source:HGNC Symbol;Acc:HGNC:27571]
NOM1,nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]
POLR3G,RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]
PURPL,p53 upregulated regulator of p53 levels [Source:HGNC Symbol;Acc:HGNC:48995]
ZNF431,zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]
SRRD,SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]
FAHD2CP,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44135]"
DR1,down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]
RIBC2,RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]
PRIM1,DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]
PXYLP1,2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]
JPH4,junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]
NUP107,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]
DNAJB9,DnaJ heat shock protein family (Hsp40) member B9 [Source:HGNC Symbol;Acc:HGNC:6968]
LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
PSMD5,"proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]"
AC017100.1,"novel transcript, antisense to B4GALT6"
AF117829.1,uncharacterized LOC101929709 [Source:NCBI gene;Acc:101929709]
RPSAP47,ribosomal protein SA pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:36162]
MIR4442,microRNA 4442 [Source:HGNC Symbol;Acc:HGNC:41718]
IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
GCSHP4,glycine cleavage system protein H pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43930]
AL121748.2,"novel transcript, antisense to NRP1"
WDR73,WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]
KLRG2,killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]
DUXAP9,double homeobox A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:32188]
AP003774.4,uncharacterized LOC102723878 [Source:NCBI gene;Acc:102723878]
BX679664.3,ribosomal protein L17 (RPL17) pseudogene
EFTUD2,elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]
SLC12A7,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]
KMO,kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]
TRAM1,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
AJ003147.3,TEC
RBMXP2,RBMX pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23284]
DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]
FADD,Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]
PTPRR,"protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]"
RNF112,ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]
FOXJ3,forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]
AL356356.1,"novel transcript, antisense to ADAMTSL4"
KREMEN1,kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
MAP2K3,mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]
CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]
EIF2B4,eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]
GHR,growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]
NCEH1,neutral cholesterol ester hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29260]
KLHL6,kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]
TTLL12,tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
CCDC32,coiled-coil domain containing 32 [Source:HGNC Symbol;Acc:HGNC:28295]
CDH12,cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]
AC004466.2,"novel transcript, sense intronic to HDAC7"
RBMS1,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
C1QL1,complement C1q like 1 [Source:HGNC Symbol;Acc:HGNC:24182]
CHMP5,charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]
ASH1L,ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
AL139289.1,novel transcript
ILVBL,ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]
AC116366.1,novel transcript
AL353743.2,novel transcript
CEP104,centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]
CNTNAP3B,contactin associated protein like 3B [Source:HGNC Symbol;Acc:HGNC:32035]
TERF2IP,TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]
SPATA2L,spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]
PDXP,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259]
MIR4453HG,MIR4453 host gene [Source:HGNC Symbol;Acc:HGNC:25288]
ATP5F1E,ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]
LCA5,"LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]"
SYNGR2,synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]
AL133342.1,novel transcript
KLHL3,kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]
PARD3,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
MIR1244-2,microRNA 1244-2 [Source:HGNC Symbol;Acc:HGNC:38321]
RNF25,ring finger protein 25 [Source:HGNC Symbol;Acc:HGNC:14662]
TMEM11,transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]
BISPR,BST2 interferon stimulated positive regulator [Source:HGNC Symbol;Acc:HGNC:51290]
LRRC37A4P,"leucine rich repeat containing 37 member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:25479]"
GORASP2,golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]
APOO,apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]
GDPD3,glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]
CCDC126,coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]
ZNF488,zinc finger protein 488 [Source:HGNC Symbol;Acc:HGNC:23535]
FAM177A1,family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]
TMEM128,transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]
COMTD1,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]
UEVLD,UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]
NREP,neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]
9-Mar,membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]
NCKIPSD,NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]
PDLIM3,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
AC004980.1,uncharacterized LOC100133091 [Source:NCBI gene;Acc:100133091]
AC011451.2,UBX domain protein 2A (UBXN2A) pseudogene
CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
ZNF292,zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
FAM171B,family with sequence similarity 171 member B [Source:HGNC Symbol;Acc:HGNC:29412]
DICER1-AS1,DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]
NTN5,netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]
AC093297.2,novel transcript
OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971]
SUPT7L,"SPT7 like, STAGA complex gamma subunit [Source:HGNC Symbol;Acc:HGNC:30632]"
QPCTL,glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]
AC034102.6,"novel transcript, antisense to ZC3H10 and ESYT1"
ADCK1,aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]
AC008105.2,"novel pseudogene, ortholog of 1700023F06Rik (M. musculus)"
AC009413.1,ribosomal protein S12 (RPS12) pseudogene
STXBP2,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
CCDC162P,"coiled-coil domain containing 162, pseudogene [Source:HGNC Symbol;Acc:HGNC:21565]"
SVBP,small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204]
ANKMY1,ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]
PRAG1,"PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]"
FAM122C,family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]
ARMC10P1,armadillo repeat containing 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43646]
RFX3,regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]
